Project_ID,Display Width (Feet),Display Height (Feet),Total Area Sq Ft,Pixel Pitch,Cabinet Width (mm),Cabinet Height (mm),Module Width (mm),Module Height (mm),Aspect Ratio,Installation Type,Brightness (nits),Refresh Rate (Hz),Display Width (mm),Display Height (mm),Horizontal Pixels,Vertical Pixels,Total Pixels,Total Megapixels,Cabinets Horizontal,Cabinets Vertical,Total Cabinets,Modules per Cabinet,Total Modules,Estimated Data Rate (Gbps),Required Sending Cards,Required Receiving Cards,Redundancy Required,Control Mode,Controller Type,Controller Brand,Controller Model,Controller Series,Maximum Load Pixels,Maximum Width Pixels,Maximum Height Pixels,Maximum Ethernet Ports,Maximum Fiber Ports,Controller Units Required,Controller Load %,Recommended Usage,Reason for Selection,Selection Confidence %,Approx Controller Price (USD),Approx Controller Price (INR),Official Product URL,Official Datasheet URL,Manufacturer,Country,Availability,AI Explanation
PRJ-07945,52.49,52.49,2755.2,P10,640,640,320,160,1:1,Outdoor,6400,1920,16000,16000,1600,1600,2560000,2.56,25,25,625,8,5000,4.239,1,625,Yes,Synchronous,Sync Sender/Processor,Colorlight,X6,X Series,3900000,8192,4096,6,0,1,65.6,Mid-size fixed installs,Smallest economical controller with >=10% headroom: 2.56MP load vs 3.90MP capacity (65.6% utilization); width 1600px <= 8192px and height 1600px <= 4096px limits satisfied.,92,650,54600,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 1600 x 1600 which equals 2.56 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the Colorlight X6 capacity of 3,900,000 px with a 10% safety margin (load 65.6%), the AI recommends Colorlight X6 (6x 1G Ethernet, 0x fiber). 4 Ethernet port(s) and 625 receiving card(s) are required for the 625-cabinet outdoor P10 display."
PRJ-07946,86.94,4.92,427.74,P1.86,500,500,250,250,17.67:1,Indoor,700,3840,26500,1500,14247,806,11483082,11.483,53,3,159,4,636,19.016,1,159,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX2000 Pro,VX Series,13000000,16384,8192,20,4,1,88.3,"Large premium rental, studios",Smallest economical controller with >=10% headroom: 11.48MP load vs 13.00MP capacity (88.3% utilization); width 14247px <= 16384px and height 806px <= 8192px limits satisfied.,92,5900,495600,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 14247 x 806 which equals 11.48 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1640 (10,400,000 px) but fits within the NovaStar VX2000 Pro capacity of 13,000,000 px with a 10% safety margin (load 88.3%), the AI recommends NovaStar VX2000 Pro (20x 1G Ethernet, 4x fiber). 18 Ethernet port(s) and 159 receiving card(s) are required for the 159-cabinet indoor P1.86 display."
PRJ-07947,78.74,25.47,2005.51,P0.9,600,337.5,150,168.75,3.09:1,Indoor,800,3840,24000,7762,26667,8625,230002875,230.003,40,23,920,8.0,7360.0,380.885,2,920,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,2,81.6,"Stadiums, landmark media facades","Total pixels 230,002,875 exceed the largest single-unit capacity; 2 synchronized MX6000 Pro units required (mosaic mode).",71,96000,8064000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 26667 x 8625 which equals 230.00 million pixels, exceeding any single controller's capacity. The AI recommends 2x NovaStar MX6000 Pro units cascaded/mosaic-linked (141,000,000 px each), driving the wall in 2 sections with 920 receiving cards."
PRJ-07948,50.39,14.17,714.03,P3,640,480,320,160,32:9,Outdoor,5500,3840,15360,4320,5120,1440,7372800,7.373,24,9,216,6,1296,12.209,1,216,Yes,Synchronous,Sync Sender/Processor,NovaStar,MX40 Pro,MX Series,9200000,16384,16384,20,4,1,80.1,"Virtual production, XR, broadcast",Smallest economical controller with >=10% headroom: 7.37MP load vs 9.20MP capacity (80.1% utilization); width 5120px <= 16384px and height 1440px <= 16384px limits satisfied.,88,6500,546000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 5120 x 1440 which equals 7.37 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1220 (7,800,000 px) but fits within the NovaStar MX40 Pro capacity of 9,200,000 px with a 10% safety margin (load 80.1%), the AI recommends NovaStar MX40 Pro (20x 1G Ethernet, 4x fiber). 12 Ethernet port(s) and 216 receiving card(s) are required for the 216-cabinet outdoor P3 display."
PRJ-07949,88.58,4.92,435.81,P2.5,500,500,250,250,18:1,Indoor,1500,1920,27000,1500,10800,600,6480000,6.48,54,3,162,4,648,10.731,1,162,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1620,HD-VP Series,10400000,16384,8192,16,2,1,62.3,Very large budget walls,Smallest economical controller with >=10% headroom: 6.48MP load vs 10.40MP capacity (62.3% utilization); width 10800px <= 16384px and height 600px <= 8192px limits satisfied.,95,1950,163800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 10800 x 600 which equals 6.48 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight A800 (6,500,000 px) but fits within the Huidu HD-VP1620 capacity of 10,400,000 px with a 10% safety margin (load 62.3%), the AI recommends Huidu HD-VP1620 (16x 1G Ethernet, 2x fiber). 10 Ethernet port(s) and 162 receiving card(s) are required for the 162-cabinet indoor P2.5 display."
PRJ-07950,170.08,58.27,9910.56,P2,640,480,320,160,2.92:1,Indoor,900,1920,51840,17760,25920,8880,230169600,230.17,81,37,2997,6,17982,381.161,2,2997,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,2,81.6,"Stadiums, landmark media facades","Total pixels 230,169,600 exceed the largest single-unit capacity; 2 synchronized MX6000 Pro units required (mosaic mode).",75,96000,8064000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 25920 x 8880 which equals 230.17 million pixels, exceeding any single controller's capacity. The AI recommends 2x NovaStar MX6000 Pro units cascaded/mosaic-linked (141,000,000 px each), driving the wall in 2 sections with 2997 receiving cards."
PRJ-07951,103.94,56.69,5892.36,P3,960,960,320,160,11:6,Outdoor,3900,1920,31680,17280,10560,5760,60825600,60.826,33,18,594,18,10692,100.727,1,594,Yes,Synchronous,Splicing Processor,NovaStar,H15,H Series,104000000,65536,32768,160,32,1,58.5,"National command centers, mega venues",Smallest economical controller with >=10% headroom: 60.83MP load vs 104.00MP capacity (58.5% utilization); width 10560px <= 65536px and height 5760px <= 32768px limits satisfied.,93,32000,2688000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 10560 x 5760 which equals 60.83 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar H9 (65,000,000 px) but fits within the NovaStar H15 capacity of 104,000,000 px with a 10% safety margin (load 58.5%), the AI recommends NovaStar H15 (160x 1G Ethernet, 32x fiber). 94 Ethernet port(s) and 594 receiving card(s) are required for the 594-cabinet outdoor P3 display."
PRJ-07952,31.5,22.05,694.58,P6,960,960,192,192,10:7,Outdoor,7000,1920,9600,6720,1600,1120,1792000,1.792,10,7,70,25,1750,2.968,1,70,Yes,Synchronous,Sync Sender/Processor,Colorlight,Z6 PRO-G2,Z Series,3900000,8192,4096,6,2,1,45.9,"Rental, conference, houses of worship",Smallest economical controller with >=10% headroom: 1.79MP load vs 3.90MP capacity (45.9% utilization); width 1600px <= 8192px and height 1120px <= 4096px limits satisfied.,98,1250,105000,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 1600 x 1120 which equals 1.79 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar MCTRL660 (1,920,000 px) but fits within the Colorlight Z6 PRO-G2 capacity of 3,900,000 px with a 10% safety margin (load 45.9%), the AI recommends Colorlight Z6 PRO-G2 (6x 1G Ethernet, 2x fiber). 3 Ethernet port(s) and 70 receiving card(s) are required for the 70-cabinet outdoor P6 display."
PRJ-07953,8.4,16.8,141.12,P10,640,640,320,160,1:2,Outdoor,7400,3840,2560,5120,256,512,131072,0.131,4,8,32,8,256,0.217,1,32,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-C15C,C Series,390000,4096,1024,1,0,1,33.6,Door-top and window signs,Smallest economical controller with >=10% headroom: 0.13MP load vs 0.39MP capacity (33.6% utilization); width 256px <= 4096px and height 512px <= 1024px limits satisfied.,96,55,4620,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 256 x 512 which equals 0.13 million pixels. Since the total pixel count fits within the Huidu HD-C15C capacity of 390,000 px with a 10% safety margin (load 33.6%), the AI recommends Huidu HD-C15C (1x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 32 receiving card(s) are required for the 32-cabinet outdoor P10 display."
PRJ-07954,145.51,49.13,7148.91,P3,576,576,192,192,2.96:1,Indoor,2600,3840,44352,14976,14784,4992,73801728,73.802,77,26,2002,9,18018,122.216,1,2002,Yes,Synchronous,Splicing Processor,NovaStar,H15,H Series,104000000,65536,32768,160,32,1,71.0,"National command centers, mega venues",Smallest economical controller with >=10% headroom: 73.80MP load vs 104.00MP capacity (71.0% utilization); width 14784px <= 65536px and height 4992px <= 32768px limits satisfied.,96,32000,2688000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 14784 x 4992 which equals 73.80 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar H9 (65,000,000 px) but fits within the NovaStar H15 capacity of 104,000,000 px with a 10% safety margin (load 71.0%), the AI recommends NovaStar H15 (160x 1G Ethernet, 32x fiber). 114 Ethernet port(s) and 2002 receiving card(s) are required for the 2002-cabinet indoor P3 display."
PRJ-07955,4.2,34.65,145.53,P8,1280,960,320,160,4:33,Outdoor,8300,3840,1280,10560,160,1320,211200,0.211,1,11,11,24,264,0.35,1,11,No,Synchronous,Sync Sender/Processor,NovaStar,VX1,VX Series,1300000,4096,2048,2,0,1,16.2,"Retail, meeting rooms, small stages",Smallest economical controller with >=10% headroom: 0.21MP load vs 1.30MP capacity (16.2% utilization); width 160px <= 4096px and height 1320px <= 2048px limits satisfied.,98,520,43680,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 160 x 1320 which equals 0.21 million pixels. Since the total pixel count fits within the NovaStar VX1 capacity of 1,300,000 px with a 10% safety margin (load 16.2%), the AI recommends NovaStar VX1 (2x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 11 receiving card(s) are required for the 11-cabinet outdoor P8 display."
PRJ-07956,4.82,27.33,131.73,P1.53,490,490,245,245,3:17,Indoor,1000,1920,1470,8330,961,5444,5231684,5.232,3,17,51,4,204,8.664,1,51,Yes,Synchronous,Sync Sender/Processor,Colorlight,X16,X Series,10400000,16384,8192,16,4,1,50.3,"4K control rooms, big rental",Smallest economical controller with >=10% headroom: 5.23MP load vs 10.40MP capacity (50.3% utilization); width 961px <= 16384px and height 5444px <= 8192px limits satisfied.,93,2900,243600,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 961 x 5444 which equals 5.23 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the Colorlight X16 capacity of 10,400,000 px with a 10% safety margin (load 50.3%), the AI recommends Colorlight X16 (16x 1G Ethernet, 4x fiber). 9 Ethernet port(s) and 51 receiving card(s) are required for the 51-cabinet indoor P1.53 display."
PRJ-07957,21.0,34.65,727.65,P5,1280,960,320,160,20:33,Indoor,4800,3840,6400,10560,1280,2112,2703360,2.703,5,11,55,24,1320,4.477,1,55,No,Synchronous,Sync Sender/Processor,Colorlight,Z6 PRO-G2,Z Series,3900000,8192,4096,6,2,1,69.3,"Rental, conference, houses of worship",Smallest economical controller with >=10% headroom: 2.70MP load vs 3.90MP capacity (69.3% utilization); width 1280px <= 8192px and height 2112px <= 4096px limits satisfied.,92,1250,105000,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 1280 x 2112 which equals 2.70 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the Colorlight Z6 PRO-G2 capacity of 3,900,000 px with a 10% safety margin (load 69.3%), the AI recommends Colorlight Z6 PRO-G2 (6x 1G Ethernet, 2x fiber). 5 Ethernet port(s) and 55 receiving card(s) are required for the 55-cabinet indoor P5 display."
PRJ-07958,40.94,12.6,515.84,P8,960,960,320,160,13:4,Outdoor,8400,3840,12480,3840,1560,480,748800,0.749,13,4,52,18,936,1.24,1,52,Yes,Synchronous,Sync Sender/Processor,NovaStar,MCTRL660 Pro,MCTRL Series,2300000,4096,4096,6,2,1,32.6,Fixed installs needing fiber runs,Smallest economical controller with >=10% headroom: 0.75MP load vs 2.30MP capacity (32.6% utilization); width 1560px <= 4096px and height 480px <= 4096px limits satisfied.,98,780,65520,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1560 x 480 which equals 0.75 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-D35 (650,000 px) but fits within the NovaStar MCTRL660 Pro capacity of 2,300,000 px with a 10% safety margin (load 32.6%), the AI recommends NovaStar MCTRL660 Pro (6x 1G Ethernet, 2x fiber). 2 Ethernet port(s) and 52 receiving card(s) are required for the 52-cabinet outdoor P8 display."
PRJ-07959,122.83,3.15,386.91,P3,960,960,192,192,39:1,Indoor,3500,1920,37440,960,12480,320,3993600,3.994,39,1,39,25,975,6.613,2,39,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-H4K,A Series,8290000,8192,4096,10,0,2,24.1,4K cloud-managed billboards,"Total pixels 3,993,600 exceed the largest single-unit capacity; 2 synchronized HD-H4K units required (mosaic mode).",78,1440,120960,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 12480 x 320 which equals 3.99 million pixels, exceeding any single controller's capacity. The AI recommends 2x Huidu HD-H4K units cascaded/mosaic-linked (8,290,000 px each), driving the wall in 2 sections with 39 receiving cards."
PRJ-07960,35.43,11.07,392.21,P0.9,600,675,300,168.75,16:5,Indoor,900,3840,10800,3375,12000,3750,45000000,45.0,18,5,90,8.0,720.0,74.52,1,90,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,1,31.9,"Stadiums, landmark media facades",Smallest economical controller with >=10% headroom: 45.00MP load vs 141.00MP capacity (31.9% utilization); width 12000px <= 65536px and height 3750px <= 65536px limits satisfied.,95,48000,4032000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 12000 x 3750 which equals 45.00 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar H5 (39,000,000 px) but fits within the NovaStar MX6000 Pro capacity of 141,000,000 px with a 10% safety margin (load 31.9%), the AI recommends NovaStar MX6000 Pro (0x 1G Ethernet, 32x fiber). 70 Ethernet port(s) and 90 receiving card(s) are required for the 90-cabinet indoor P0.9 display."
PRJ-07961,37.8,68.03,2571.53,P6,576,576,192,192,5:9,Outdoor,6300,1920,11520,20736,1920,3456,6635520,6.636,20,36,720,9,6480,10.988,1,720,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1220,HD-VP Series,7800000,10240,8192,12,2,1,85.1,"Large budget walls, government projects",Smallest economical controller with >=10% headroom: 6.64MP load vs 7.80MP capacity (85.1% utilization); width 1920px <= 10240px and height 3456px <= 8192px limits satisfied.,90,1450,121800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 1920 x 3456 which equals 6.64 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight A800 (6,500,000 px) but fits within the Huidu HD-VP1220 capacity of 7,800,000 px with a 10% safety margin (load 85.1%), the AI recommends Huidu HD-VP1220 (12x 1G Ethernet, 2x fiber). 11 Ethernet port(s) and 720 receiving card(s) are required for the 720-cabinet outdoor P6 display."
PRJ-07962,13.23,1.89,25.0,P6,576,576,192,192,7:1,Outdoor,6400,1920,4032,576,672,96,64512,0.065,7,1,7,9,63,0.107,1,7,No,Synchronous,Sync Sender/Processor,Huidu,HD-VP210,HD-VP Series,1300000,4096,2048,2,0,1,5.0,"Budget signage, small shops, rental basics",Smallest economical controller with >=10% headroom: 0.07MP load vs 1.30MP capacity (5.0% utilization); width 672px <= 4096px and height 96px <= 2048px limits satisfied.,96,260,21840,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 672 x 96 which equals 0.07 million pixels. Since the total pixel count fits within the Huidu HD-VP210 capacity of 1,300,000 px with a 10% safety margin (load 5.0%), the AI recommends Huidu HD-VP210 (2x 1G Ethernet, 0x fiber). 1 Ethernet port(s) and 7 receiving card(s) are required for the 7-cabinet outdoor P6 display."
PRJ-07963,37.8,72.44,2738.23,P10,960,960,320,160,12:23,Outdoor,9700,1920,11520,22080,1152,2208,2543616,2.544,12,23,276,18,4968,4.212,1,276,Yes,Synchronous,Sync Sender/Processor,NovaStar,MX30,MX Series,6500000,16384,16384,10,2,1,39.1,"Broadcast, premium fixed installs",Smallest economical controller with >=10% headroom: 2.54MP load vs 6.50MP capacity (39.1% utilization); width 1152px <= 16384px and height 2208px <= 16384px limits satisfied.,98,3900,327600,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1152 x 2208 which equals 2.54 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the NovaStar MX30 capacity of 6,500,000 px with a 10% safety margin (load 39.1%), the AI recommends NovaStar MX30 (10x 1G Ethernet, 2x fiber). 4 Ethernet port(s) and 276 receiving card(s) are required for the 276-cabinet outdoor P10 display."
